review,prediction
Not a nice experience at all . Kids were so excited about visiting this branch as its apparently been on You tube but omg Service is Very poor . Staff seem to have been given a sentence of working in here . The food quality is questionable as well . Would not recomend at all,Negative
"Since I work graveyards I unfortunately have to rely on McDonald's for food sometimes. I recently started trying to come here since the 7th east location is no  longer open 24 hours. Every time they've been closed for cleaning. If you're going to close update your hours so I don't waste my time driving all the way to you only to have to drive all the way to 2100 south.

Maybe you should stop paying starvation wages and you'd be able to hire an extra hand to help clean lol.",Negative
All of those workers got an attitude. They act like billionaires.,Negative
"*** Second Amendment Haters here***

If you value your freedom and right to protect yourself, so elsewhere.  They have sign posted restricting guns

Slow service too.",Negative
more than two hours waiting and I left without the order rude and drugged staff did not even know what they were doing,Negative
"if i could give it 0 stars i could, HORRIBLE SERVICE never give you what u paid for and when u ask for it they spit on your food.",Negative
Horrible they never get the orders correct and half the time the food is cold,Negative
"Bunch of non speaking English Indians running this joint. They can't understand my order, gave me the wrong food. Speak English  !!!!",Negative
Ordered through the mobile app and it didn't go through was told they couldn't receive online orders.  Should have something through the app to let people know if a location can receive mobile orders or not.,Negative
the staff is unbelievably rude and we had to wait 30 min for assistance #hurd,Negative
Bought a happy meal the other day and they decided for me that I didn w,Positive
Tried calling to find out what the Happy Meal toy is today for grandson. The phone has been busy for 45 minutes. Must be off the hook. Going elsewhere.,Negative
Terrible,Negative
They are very rude. I bought a hamburger with hair on it. A lot of teenagers with no educations. DRIVE THRU VERY VERY SLOW.  .,Negative
"Usually McDonald's allows you to pay w Credit card, grab your cup so you can satisfy your thrist if the staff is too busy.  This McDonald's I paid for a meal and went to grab my cup just I like I do 4 days a week and the staff woman yelled at me and accused me stealing despite the proof of payment  in hand... They were  Very ugly, mean and disrespectful.",Negative
Apparently when ordering counter pickup after 9 or 10 they don't allow you to and gotta go through drive-through,Negative
This place is the absolute pits. I have never experienced such poor management. The space can not hold the patrons. We were definitely at capacity and then some. They퐎e three floors and yet my dad and autistic daughter had to eat in the corner like slaves. You see my daughter is very routine so she is use to getting her happy meal and then sitting down to eat. At this location no one is,Negative
"Perhaps the most poorly run McDonald in Texas. Visited on the weekend,  so naturally busier, but the management, attitude of employees, and physical condition make this a location, in my opinion, the worst location we퐒e ever visited.
1. Trash everywhere, see pic for example. Trash on the floors, tables, parking lot.
2. Dirty tables. Obviously tables get dirty. So we asked if a team member could wipe down a table to remove ketchup and prior visitor",Negative
They are judgemental they think their better then other they do what the want if a could rate zero stars in wouls,Negative
Its mcdonalds....,Negative
Too much SALT on food,Negative
Everything is trash at the McDonald there ,Negative
Service was awful didn't understand my order,Negative
"Granted we at a busy time of the evening (SeaWorld was getting ready to close), but the lobby to thus McDonald's was locked even though all the signs clearly indicated they were supposed to be open for lobby hours. The drive-thru was open, but it was exceedingly slow. The service was poor, and the products we ordered were sub-par (even for McDonald's standards, which is saying something). We ended up just throwing some of it away. I typically do not leave negative reviews. I am hoping that they were just short-staffed the night we went.",Negative
"The attention was not good. Neither the cashier nor the one who gave me the happy meal were kind, I asked to change the toy because my son already had it and he responded in a bad way that there was no more.",Negative
Poor ,Negative
Service horrible,Negative
The queues are like for sausage in the spring in these McDonald's ... as if they give them out for free ... and the employees save ...,Negative
Really slow service,Negative
"The most incompetent staff and management I've ever experienced in a fast food restaurant. Items missing in my order even after I asked if it was placed in the bag, Rude staff, very unprofessional, laughing/ joking with other employees while on the headset taking my order. Business number that appears online is disconnected, so you can't reach any management. Not even thru the survey online you can get anyone from corporate. Definitely I rather microwave a dollar burrito than come back here.",Negative
"The drive through service is horrible. They gave me the wrong order and was told to wait. I waited  for over 5 minutes for them! The manager Maria Gutierrez (might have her last name wrong), FIRE HER!! After waiting for so long, I had to drive through again, only for her to lie and say she gave me my food. Very rude individual. Had lost all my appetite by the time I got the food!",Negative
They take a long time to give the food.,Negative
"""Ran out of straws""? Suspect",Negative
"Be careful, they will only let you buy large meals at night time. But serve medium, not many notice because they're drunk",Negative
One of the worst I've been to. pretty dirty,Negative
"This is the worst Macdonald you can imagine, the customer service deserves 0 stars and the employees don't care at all if your happy or not with the food you paid for. They will give you a nasty attitude for no reason when you ask for BBQ sauce they tell you they are out of BBQ and give you look like your asking for something they shouldn't have.",Negative
"Every time I come here, something is wrong with their payment system or one of their machines is broken",Negative
"Ordered a large iced coffee w/cream and sugar and an order of hot cakes.
Received a medium iced coffee with no sugar. And an old pancakes that are basically rubber. And to top it off no syrup, no butter, and a spoon to eat pancakes. Definitely wouldn recommend this location. It",Negative
Was not open for dining in on Friday at 11pm- even though it clear said open on the door and the line for the drive thru was ridiculous. Better McDonald n,Negative
"Warning avoid this location at all costs.Truly one of the worst McDonald's in the nation. There's always an issue in the drive-through there's always an issue when you go inside the store. The staff is not friendly not greeting when you walk in the door they have no idea what the 3' ruled is. Whoever their trainer is should be ashame when they have the McDonald's conference in Orlando Florida. If I could give them negative stars I would. When you go through the drive-through there is not a proper greeting. It as is if you are bothering the attendant taking your order. There is no quality service. It's all about quantity, instead of quality.",Negative
Fries were cold and seemed like they were dropped back in the grease after already being cooked so were the nuggets.,Negative
Rudest night crew I've ever experienced. The boy they have acting as a manager is horrible and very unprofessional. All they do is blast rap music and play with each other and be rude to the customers.,Negative
"I asked for my order to be prepared fresh & hot and it was the opposite the fries were hard and cold. McDonald's shouldn't serve fries unless there fresh & hot. Why do we have to request our food to be fresh, it should just be fresh off the press. These fast food places kills me and there getting worse.
Their customer service skills are poor, they have language barriers. I need to protest against these fast food joints.",Negative
Terrible,Negative
"I bought two meals from them for my friends, and they gave me bread and cheese in exchange for meat. Hahahaha, and the account came out with 30 dollars. Damn the mother of fraud",Negative
"Fast food is called such because you should get it fast, completely unacceptable to wait almost 30 minutes for BREAKFAST",Negative
Never get anyone order correct food cold and old,Negative
"Terrible services, long wait times.",Negative
"The staff was disorganized and confused,",Negative
My car was booted and i was forced to pay 200.00 to have the boot removed even though i had 2 receipts grom McDonald's,Negative
Worst service a cash only McDonald lmao (to be fair it 3am) anyway went through drive thru twice first in both lines and still didn,Negative
The man behind the counter is out if control. He says inappropriate things. He said something about peeing on himself and getting arrested where all the customers who were eating  could hear.,Negative
"Do NOT go to this McDonald's if you're in a hurry. We were just picking up a drink so it wasn't a problem but ordering was chaos and there was a guy beside us who had seriously been waiting 35 min for his chicken sandwich. He showed us the receipt showing when he ordered and was trying to ask the staff what was happening and they were quite rude and just said ""man you can see we busy"". Also note that this was the only McDonald's we encountered in Florida that doesn't offer $1 any size soft drinks.",Negative
This is the worst McDonald's I've ever been to. They made me show a receipt to just use their disgusting bathroom. They could at least clean it once a month. Also everyone was rude as could be. The customers are paying your bills. Don't go here.,Negative
"Stopped by on my way to work, all I could see was the floor full of trash, trash cans over their limits, and the employees worried about who took holidays off or clocked in late instead of getting their selfs to clean",Negative
"Just ordered 2 BigMacs, one with no lettuce.
Had NO sauce  the other had  a teaspoon worth on the edge of the burger.
Fries were meh.",Negative
"Worst. McDonald's. Ever. The management is bad (in the evening), they are slow as sloths, and orders are more often than not missing something or contain old food.",Negative
DO NOT GO HERE!  This was the most unprofessional treatment that we ever received by McDonald's. We felt like we couldn't even report it because we didn't have a name to call up the next day and speak to a manager he wouldn't even give us a name,Negative
No a serious place,Negative
Third time in a row to get the hamburger happy meal with just ketchup only to have cheese added each time.  My child will not eat it if cheese has touched it. They have new toys for the kids however we keep getting toys that are 6 months old. Not a good location for the lack of service and food.,Negative
Worst experience at a McDonald's restaurant. Dont waist your money at this location.  Recommend going somewhere else.,Negative
Went in late visiting from out of state thinking lobby was open since door was open and manager acted like we broke in and threatened to call cops if we didnt immedietly leave. Very rude,Negative
"Sold a ""McFlurry"" then delivered an un-blended pile of ice cream topped with crumbs.",Negative
"I ordered based on a picture of the sandwich and did not have lettuce, tomatoes etc.",Negative
"This location deserves a zero star rating. Please don't go here. Even if you're starving to death. I wanted 1 hour and 20 mins for 2 combos and 2 extra Sandwiches. Ironically, as much as the wait was bad, it was the attitude of some of the team members that made this experience extremely terrible. McDonald's corporate really needs to come here and train thestaff for hospitality. This location is a disgrace to what Donald's has boult over the years",Negative
To hell with this McDonald. They closed their lobby 10,Negative
"To many homeless and junkie hanging in there.....yuk
No place to sit

Terrible management",Negative
Terrible,Negative
"Stopped to grab some food and go to the restroom. RESTROOM WAS SO nasty ,with wet stuff all over the floor, no toilet paper and toilets were nasty.We walked out of the restroom, I told hubby no tissue paper .He said let's go this whole place is nasty. Trash can was overflowing around the floor ,all tables dirty and and no jungle sounds coming from the animals .. Disgusting.  THEY only had 2 families sitting in  the dinning room and 2 families in line ..",Negative
"Expect to wait 15-20 min for drive thru. Recieved our sweet teas at the window, and it had a bit of coffee taste. The person at the window sampled the tea and said it tastes like tea. NOT to us. Seemed very frustrated. She asked us what we would like. I told her Dr pepper, and before I could tell her the rest of the drink order, she rushes off and gets us 3 dr peppers. Then when we corrected her, she said we asjed for 3 dr peppers. This is my burger without onions and pickles. What you see on my fingers is grease from the burger. Good luck getting your food here.",Negative
Horrible costumer services!!! Waited in the drive thru more than 10 mins.,Negative
This is 3rd time I got this ,Positive
Every time I go through McDonald's my food is cold!,Negative
Have attitudes,Positive
Food doesn't taste the same line it used too,Negative
month,Positive
Gross Numb City.,Negative
"The employee's are nice, location is always dirty. Tables have to be clean more often. The food quality has gotten better.",Negative
Insanely busy line around the building for the drive through out the door for walk in and order ridiculously busy customer service was friendly but order was wrong and took a long time to complete maybe they just need more employees on a Sunday morning my family is :-(,Negative
Torally F****d up and very horrible place. ordered something and got something else horrible. very bad service and the cleanliness is worst. The worst McDonalds I've visited till date.,Negative
They never have  Fresh food or my food is missing.,Negative
"The burgers just keeps getting smaller and smaller
And the price higher and higher",Positive
They always mess up my order!,Negative
Poor ,Negative
Terrible,Negative
"Got order wrong.  Grunt a ""here ya go"".",Negative
"I awoke one morning from a dream. Wiping the sweat from my brow, I tried to recall the details. ""Table service at MacDonald's"" I heard my self say aloud. I picked up my phone to find my dream a reality: MacDonald's had implemented technology allowing them to bring my order to me at the table. I could order on the kiosk, take a locator, and lo and behold, my order would appear before my very eyes. It was as if God himself had given me a glimpse of creation.

I sprung from my abode and ran on all fours to MacDonald's as quickly as possible, as if reality itself would evaporate before I got there. I arrived, breath short and mouth whet,   and began the final steps of my journey. My finger met the kiosk screen like lovers separated by the ocean reuniting.

I got my usual, a cheeseburger with no bun or patty, and sat patiently, gripping my locator  like the staff of Moses. The number seven sat abreast my locator -- the day God rested. ""I too would rest,"" I exclaimed aloud, ""when my journey meets it's end, as my food meets my table.""

But in the next instant, I was met with a fate worse than Gob's a thousand fold -- they called out my order from the counter and didn't bring it out to me.

My faith was shattered that day. Never again shall the thought of joy haunt my mind. Never again shall true happiness be known.",Negative
Still dont know how to skip on the pickles,Negative
"I love McDonald, so I going to eat my BigMac combo, very good! But the big problem is, very very dirt, dirty tables, dirt coming out of garbage cans, dirt on the ground!  I made a video and now I send it directly to McDonald Company!!! I talk with the manager!!",Negative
"Legit almost just got robbed here would not suggest going at night, even if your with the homies",Negative
To many junkies and drug dealers,Negative
Scarry ace to be too many homeless hanging outside didn't feel safe,Negative
Worse McDonald's ive  been too first they get my order wrong make me wait again and still give me the same wrong order,Negative
Poor ,Negative
"The people was nice, but they charged me $ 1.09 for a cup of ice on a 100 degree day",Negative
"Slow service and make sure they get your order right. Hint...Order from new kiosks. Buns outside asking for food, and if you dont help... they tend to get biligerant. Not cool, Mickey Ds. Manager knows, because I told them.",Negative
Food never fresh employee gets mad when you ask them to remake it overnight crew,Negative
I used to not have issues with the location I went to last night but in recent months they have been giving me the wrong order or not giving me my whole order amd when I went last night the night employees came off like they hated their job and didnt care about customers,Negative
Crazy congested with crazy people just setting on tables,Negative
Horrible...Bad customer service...Dirty store with the men's bathroom broken,Negative
Staff was rude,Negative
"I ordered a filet-o-fish, which I order everytime I get s meal at McDonalds. The fish was WAY over cooked and greasy. It didn't even look like a piece of fish! The fries were almost burned ....not at all like McDonalds normally cooks them. I told them I was not eating fish that looked like that...and to give me something else. They gave me a Quarter Pounder and new fries (which were still over cooked). The Quarter Pounder was the worst I've ever eaten...very greasy! I will never visit this location again!",Negative
"Really poor mcdonalds - service is fast, but they normally get the order wrong, and aren't as friendly as in new york restaurants.",Negative
"Massively understaffed. 25+ min wait for food. Also got the order wrong. Corporate needs to sack up and pay their people more because the world is on fire, inflation is rampant, and end times are near. Also every fat, miserable, Disney-going family you'd never want to run into frequents this place. Avoid at all costs",Negative
Employee at the first window was very helpful and he made sure my order was right however the girl at the second one ignored me and looked confused. The muffin sandwich bread was stale and very tough and the hash browns were cold and also tasted like they sat on a shelf for way too long. After 2 bites I threw it in the trash and purchased a sandwich from a near by gas station much better food). I'm from out of town and on my way to a meeting so returning wasn't an option.,Negative
I was waiting for my turn and the person who was the cashier serving a white person did not take care of me and he ignored me because I was Hispanic I felt discriminated against they are racist,Negative
Terrible,Negative
"Spent over 20 minutes in line to be told that only serve breakfast at 2am, even though their menu said lunch also.  Then told they were out of almost everything.  Don't waste your time going here at night.  I've gone two separate times and had seriously awful experiences.  Don't go here, there's a Denny's near by, and several gas stations with better service and better food.",Negative
it's not 24 hours. they work when they want,Negative
The employees were very rude and very unpleasant. Need better people skills. And better staff,Negative
Terrible,Negative
So disappointed... I entered this restaurant only to be confronted with a computer taking my order..  which was Not working!! No one noticed we were having difficulty.  So frustrating. Wont come here again for a long time!,Negative
"Good luck being served if you have questions about allergies. We asked one of the employees to check the ingredients of the chicken nuggets to make sure there were no dairy allergens. He asked his manager to check. She straight out refused. We couldn't even complete one of our orders.

30 minutes after placing our other order, we received fries so cold, when I went up to the front to get fresh ones, I didn't even have to say anything. One of the employees brought me new ones automatically after the manager ignored my presence.

The bathrooms were nasty, the tables were dirty, every trash can was over flowing, and the whole lobby smelled like rotten fish. This is easily the worst McDonalds in Orlando.",Negative
Poor ,Negative
"This . place . socks too many homeless ,.the.owner.is.very rude . with . The customer so no . respect.",Negative
"I only come here late at night.  Staff do okay, they seem pretty busy with drive through or other tasks.  The dining room stays dirty for a long time while the cashiers are helping out behind the line even if there are only a few customers.",Negative
"HORRIBLE I WENT HERE FOR AN UBER PICK UP AND IF YOU DROVE UBER BEFORE YOU CAN PICKUP THRU THE DRIVE THRU AND WHEN I TOLD THEM THAT SHE SAID ""WE ARE REALLY BUSY RIGHT NOW SO YOU HAVE TO COME IN OR ITS UP TO YOU"" WHEN I WENT IN I WAS EXPECTING A LING LINE. BUT INSTEAD THERE WAS ONLY 1 PERSON INFRONT OF ME. NOT BUSY AT ALL. THIS WAS HORRIBLE EXPERIENCE. MCDONALD'S NEVER LETS ME DOWN SMH.",Negative
"THIS PLACE IS HORRIBLE DON'T  COME HERE AND HERES WHY.

1. Horrible costumer service.
2.The sprite taste water down and it taste like a knock of sparkling water.
3.My friend and I bought Oreo McFlurry taste like eggnogg.
4. The fries are cold
5.They don't give you napkins and ket
6.The Wrap-Cpy is soggy and if you want it crippsy too bad.
7. It's really dirty

DON'T WASTE YOUR TIME COMING HERE!",Negative
Horrible customer service. They treat Uber/Doordash like they are less than. Really bad. If McDs gonna take these delivery orders they should hire enough people to have them ready not leave a crowd of guys waiting for their deliveries. Unacceptable!,Negative
Terrible,Negative
I don,Positive
Too slow...need to be more welcoming and get orders right !,Negative
"Very poor service! While on a long road trip we stopped in to get gas and coffee. Upon entering the McDonald's the floors were extremely dirty, but we came after lunch so maybe they had a busy lunch rush. Then when I stepped up to the counter to order, the menu screens were stuck on frozen 2 advertisements. Then I order 2 Caramel Mocha  Coffees. After about 3min of waiting the kid behind the counter tells me the machine broke he needs to get the manager. Come to find out the machine is on auto-clean and it will be 18min before our coffee is ready. Not wanting to wait around they tell me they can give me two regular coffees. When I tell them that regular coffee is 1$ a cup and I was charged 7.58$ for two specialty coffees they offer to make up the difference in food. That's nice and all, but we did not want nor need any food. I ask for just a refund at that point. Mind you this whole ordeal takes almost the 18min for the machine to finish cleaning but by now I just wanted to get out of there. The staff were all very young and seemed very poorly trained. While they were nice and tried to make it right, I think better training of the employees at this location is necessary. While waiting for my refund I watched multiple other customers receive the wrong order or had issues with their food. I dont often go to McDonald's but continued visits with poor service has definitely left a bad impression!",Negative
They have the worst service. I went there yesterday and i ordered a sausage McGriddle add cheese and bacon. They gave me a biscuit and i told them the correct order. They told me to park and we waited about 10 min and they gave us the sandwhich but it was a bacon and egg McGriddle . I told them the order again. I waited another 10 minutes and like 3 people came out and asking what my order was and the manager said oh an egg McGriddle like no...where did i say anything about eggs in my sandwhich and that took more time. It took 4 people to get the order right. Not to mention the wait. And on other days i come here the drive thru wait time is 20 min to 1hr. I used to work there and it is literally the worst location and it,Negative
Will never eat there,Negative
"Asked the girl if she can drop me fresh McChickens please, keep in mind I got four of them, they handed me McChickens that weren't even lukewarm.
Smh.
Weren't even busy.",Negative
one,Positive
This place is dirty and has many flies. Smh bad service as well.,Negative
Food was ok. Waited too long to get my food,Positive
"Worst McDonald's in santa Monica  ,  every time I order they always get my order wrong and the miss count my exact change just a bunch of special ed kids in there running the place",Negative
"Tried to order something at the drive thru around 11pm and was given zero response during the 20 minutes that I waited. According to what it says online, the place was suppose to be open til 12am and yet I couldn't get a order in around 11pm. I sometimes wonder if the owner knows that they been closing up earlier than usual.",Negative
Worst employees ever! Had to wait for 20 min and they pretend like didn even know that they have my ,Negative
"Do not eat this food. It will kill you. Is not even food. If there was -5 stars, I would give it that. If you feed the stuff to your kid, there's something really wrong with you.",Negative
Workers were not friendly. They picked and chose who to serve. Some were told that the lobby was closed and some were served.,Negative
"I only drink the coffee. Have you seen ""Super Size Me"" FML",Negative
Terrible,Negative
Not big the food,Negative
It's a McDonald's that food is the same as every other McDonald's is decent didn't like the place because it was too crowded too messy and took forever just to get a soda or no people were nice workers were nice,Negative
"Food is yucky, greasy, fake, but  if you get the fries w/o salt, you have a  winner",Positive
Location filled with guards. The staff takes purposefully long. I hope they're not stealing (mcdonalds).,Negative
"I waited in the drive thru line for half an hour, ordered my food, and not until I got to the window did they tell me they were taking cash only, at 11pm on a saturday? And when I asked to talk to the manager on duty they were no where to be found, mever returning to this location and would urge anyone thinking of it to stear clear from this horrible McDonalds",Negative
"I asked for 5 sausage McGriddles, #6 and some other items. I got 6 sausage and biscuits oh and my 4 hashbrowns was soaked is grease. 2nd time within weeks, there will not be a 3rd.",Negative
"The worst Macdonald's that I have never been befor, dirty, crowded of homeless people and unfriendly staff .",Negative
Rude employees,Negative
"Waited in line for 30+ mins to get to order and they said that everything was broken and were taking cash only. Nice. I wasn't even mad, just disappointed.",Negative
"this cashier treats us very badly, nasty attitude he should not work here,",Negative
Slowest service. Ever.,Negative
"The locations looks great and has 8 of machines that allow you to order and pay, but the service was horrible. I ordered a sundae for my mom and after 10 minutes of waiting, I saw one employee feel a tear in her pants below her butt and then she went and fixed herself a sundae and left. At this same moment another came up and asked about the sundaes for his family that he ordered 20 minutes prior. I was given a refund without fuss before leaving. The bad part to all of this was there were about 12 people working at the location during my visit which was more than enough to prepare and delivery the food quickly.",Negative
Spent over 30 minutes waiting in line at the drive thru at around 9 pm. Finally placed my order of 2 egg mcmuffins. Recieved 2 egg mcmuffins that must of been sitting since the morning hours from breakfast. The white portion of the egg was almost black. They are supposed to make them fresh after breakfast hours not serve on from 12 hours prior.,Negative
"The milkshake was melted and watered down, and the staff seemed annoyed when I asked for a refund.",Negative
Food is too salty.,Negative
Worst experience at this store the employee are sleeping instead serving up will never eat at this place .,Negative
"Raw meat! Dont go here, second time happened to me",Negative
"If you are looking for something to eat on the way out of town, avoid this McDonalds like the plague. Diet Coke had no carbonation, and the food tasted absolutely vile. Tasted nothing like McDonalds is supposed to taste like. Maybe try the McDonalds in Primm instead.",Negative
Drive thru is pretty slow.,Negative
Worst food ever. The hamburgers taste like a paper.,Negative
Horrible! Gave my whole family food poisoning!!!,Negative
I ordered a caramel machiatto and it tasted really spoiled. Last time I will be visiting here.,Negative
"Worst driver though order experience, they give the order to someone else, when you ask where is your order then they take you recipe. No one cook your order until you ask them again.",Negative
They are fast but they almost always screw up your order!,Negative
Just left McDonald after a wait of 20 minutes and left with nothing. We made order milk shake and icecream and when we reached the window. She said the machine is down and I forgot to tel you because I was busy.,Negative
This place is horrible! I walk in to get an order and they keep walking back and forth in front of me without asking me if I needed help. I ask someone if they could take my order and she ask the other cashier to take my order the other cashier totally ignored me. If they don want to take care of walk in customer then they should close the lobby I had to walk aw,Negative
"WISH I CAN RATE THIS 0. I JUST PAID $40 ON UBER EATS WITH ONE REQUEST TO MAKE IT ONLY KETCHUP BC IM HIGHLY ALLERGIC TO MUSTARD, AND EVERYTHING I ORDERED HAD MUSTARD. ITS 2:30 AM AND NOW I CANNOT EAT BECAUSE THEY FAILED TO SIMPLY FOLLOW ONNNEEEE  FREAKIN DIRECTION.",Negative
They have new self serve order kiosks but they are very difficult to navigate. They are not very intuitive at all. My order took three times as long to be brought out. Good idea on the kiosks but very poor execution. While I was waiting on my order they had to come and tell two different people that they were out of what they ordered (fish sandwich and something else). Store was newly renovated inside and out and looked very nice but I will not be back.,Negative
The automated machine didn't print us a receipt so I told one of the employees who was nice enough to look up the number.  The problem was I had no reference to chek the order.  I spent almost 50 dollars for 3 kids and 2 adults.  I walked 5 blocks to get that food bbn order and when I got back to our job I discovered we were missing chicken nuggets and all the dipping sauces.  I ordered 6 sauces and we got none.  It really pisses me off because they always leave stuff out when we order large orders.  It's like they can only handle it if u have a simple meal.  It's so frustrating and plus it's like throwing 10.oo out the window..  you really need to be better about training your workers.,Negative
Poor ,Negative
"Too crowded, slow service",Negative
"You wouldn't expect it but it's not as good as it is in europe, not to mention if you'll go there really hungry by the time they'll serve you you'll starve.",Negative
"I Had A Bad Experience Today, My Family Food Was Late For Around 2 Hours. From 8.20 pm to 10.00. (04/28/22) Maybe Wasn't My Lucky Day. I love This Place, I've been there before and I spent a Nice Time, I don't Know What Happened. Costumer Service Tried To Solve  the Situation But They couldn't, all Costumers Were Angry.. At the end I Had to carry up  my order (incomplete) home....",Negative
Rolling eyes and aggressive teenagers at the drive thru when I visited at 8:15pm on 10/25,Negative
Long wait,Negative
"Worst experience. Drive thru line was longggg. I left the line and came back again at 12.15am, by then it was closed. 24 hours???",Negative
Never get my order correct always something missing !!!!!,Negative
half of the stuff on the menu was unavailable & the upstairs was closed.. granted i did visit around 11/12pm. the janitor was moping the same spot for 15 minutes. and my burger patty was hard and a little burnt . I would come back though cause it,Negative
Dining room is supposed to be open until midnight.  I showed up at 10:55  and the doors were locked. The employees just ignored us,Negative
"I took my children and their friends here for a treat after shopping. We used ordering kiosk..food was promptly given to us. When we found seating ,it was right next to the McDonald's security. Security cursed up a storm around my children with great vulgarity.",Negative
Trash,Negative
